event_id,hcp_id,registered,verified_attended,duration,engagement,reason,invited_at,channel,eligible_reason
EV2013,HCP100326,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP100544,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP100823,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP100987,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101218,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101469,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101771,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101786,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101808,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101841,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101925,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101949,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP101975,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP102171,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP102338,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2013,HCP102458,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP100418,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP100478,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP100671,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP100794,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP100848,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP100990,1.0,1.0,71.0,65.0,cancelled_event_residual,,,
EV2053,HCP101261,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP101288,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP101372,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP101402,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP101867,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP102174,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP102374,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2053,HCP102381,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100021,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100066,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100122,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100203,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100207,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100312,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100507,1.0,1.0,89.0,54.0,cancelled_event_residual,,,
EV2072,HCP100612,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100707,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100759,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100774,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100843,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP100903,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP101079,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP101255,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP101422,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP101542,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP101952,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP102054,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP102074,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP102084,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP102258,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP102271,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2072,HCP102475,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP100154,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP100370,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP100460,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP100481,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP100624,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP100964,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101098,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101151,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101407,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101416,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101502,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101536,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101621,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2115,HCP101841,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP100022,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP100109,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP100233,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP100404,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP100540,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP100586,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101283,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101333,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101439,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101500,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101527,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101539,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101583,1.0,1.0,102.0,51.0,cancelled_event_residual,,,
EV2129,HCP101606,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101616,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP101627,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP102153,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP102228,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP102251,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP102369,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2129,HCP102403,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100026,1.0,1.0,71.0,49.0,cancelled_event_residual,,,
EV2138,HCP100205,1.0,1.0,60.0,5.0,cancelled_event_residual,,,
EV2138,HCP100237,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100302,1.0,1.0,65.0,39.0,cancelled_event_residual,,,
EV2138,HCP100383,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100535,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100568,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100589,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100616,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100650,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100824,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP100960,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101151,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101255,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101275,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101352,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101457,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101654,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101747,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101749,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101776,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101911,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP101930,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102051,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102081,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102140,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102189,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102272,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102304,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102323,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102438,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2138,HCP102492,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100208,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100210,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100222,1.0,1.0,83.0,53.0,cancelled_event_residual,,,
EV2140,HCP100307,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100380,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100418,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100589,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100625,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100766,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100816,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100939,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP100943,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101000,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101251,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101329,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101540,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101698,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101729,1.0,1.0,73.0,9.0,cancelled_event_residual,,,
EV2140,HCP101860,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP101952,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP102011,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
EV2140,HCP102016,1.0,0.0,0.0,0.0,cancelled_event_residual,,,
